taxonomy	SM.03_01	SM.03_03	SM.04_01	SM.04_03	SM.08_01	SM.08_02	SM.08_03	SM.08_04	SM.08_05	SM.08_09	SM.08_13	SM.09_01	SM.09_03	SM.11_01	SM.11_03	SM.12_01	SM.12_03	SM.13_01	SM.13_03	SM.17_01	SM.17_03	SM.30_01	SM.30_03	SM.31_01	SM.31_03
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus|s__Faecalibacillus_intestinalis	0.00052	0	2.14106	1.36055	0.67339	2.26534	0.43041	0.26252	0.13221	0.27264	0	0.63372	0.50324	0.02964	0.00243	0.01414	0	1.63481	0.22872	0.00738	0	0	0	0.90695	0.8694
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus	0.00028	0	0	0	0.62551	0.482	0.40189	0.38049	0.16847	0.3185	0.39006	0.80584	0.49749	0.0113	0.01015	0	0.00068	0.72501	0.68042	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neobittarella|s__Neobittarella_massiliensis	0.00018	0	0.00626	0.01185	0	0	0	0	0	0	0.00023	0.00596	0	0.0121	0.00762	0.00085	0	0.03517	0.02663	0.00971	0.00097	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An250	0	0.38593	0	0.01921	0.02849	1.14154	0.58706	0.44571	0.28265	0.63556	0.02215	0.03441	0.12282	0	0	0.00568	0.13331	0	0	0	0	0	0	0.12462	0.01389
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans	0	0.16049	0.00768	0.12247	0.06234	0.25857	0.22261	0.22385	1.06692	0.26474	0.24261	0.05685	0.02796	0.15808	0.98426	0.10752	0.35691	0.08198	2.65043	0.09221	0.24305	0.23906	0.83013	2.0392	1.42113
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus|s__Lacticaseibacillus_rhamnosus	0	0.15108	0.03975	0.2148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00351	0	0	0	0.19156	0	0
k__Bacteria|p__Firmicutes|c__CFGB3012|o__OFGB3012|f__FGB3012|g__GGB9480|s__GGB9480_SGB14874	0	0.14857	0	0	0	0	0	0	0.26572	0	1.36696	0	0	2.76971	2.42205	0.61706	2.89664	1.05699	3.61602	0.01757	1.05475	0.01359	0	2.31793	1.26072
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_SGB15164	0	0.09554	0.0241	0.05436	0	0	0	0	0	0	0	0.00317	0.01954	0	0	0	0.00828	0	0	0.00042	0.03851	0.0393	0.09373	0.00624	0.00541
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenellaceae_unclassified|s__Christensenellaceae_bacterium_NSJ_44	0	0.05935	0	0	0.00189	0.59254	0.45567	0.25639	0.41572	0.06042	0.03909	0	0	0	0.18693	0	0.06509	0	0	0	0	0	0	0.00308	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB32387|s__GGB32387_SGB47381	0	0.05564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33117	0	0	0.01498	0.35587	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB2880|o__OFGB2880|f__FGB2880|g__GGB9184|s__GGB9184_SGB14123	0	0.05459	0	0	0	0.07952	0.09338	0.44345	2.82344	0.02898	0.0024	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB57353|s__GGB57353_SGB58537	0	0.04702	0	0	0	0	0	0	0	0	0	0	0	0.01322	0.01	0	0	0	0	0.0097	0.00335	0.0519	0.52906	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3653|s__GGB3653_SGB4964	0	0.04665	0	0.04828	0.41728	0.01222	0.17523	0.89264	0.04598	0.475	0.18542	0.39295	0.56563	0.80377	0.21391	0.02522	0.0822	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis	0	0.04617	0.1936	0.1802	0	0	0	0	0	0	0	0	0	0.01988	0	0	0	0	0.0339	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_massiliensis	0	0.03604	0	0	0	0.02513	0.00685	0	0.04012	0	0	0.00326	0	0.01328	0.26912	0	0	0.00812	0.13017	0	0	0	0	0.22938	0.01387
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3576|s__GGB3576_SGB4784	0	0.03556	0	0	0	0	0	0	0	0	0	0.00293	0	0	0	0	0	0.09008	0.02338	0	0	0.01894	0.15806	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum	0	0.03405	0	0	0	0	0	0	0.00513	0.01133	0.01223	0	0	0.04393	0.26407	0.01188	0.02645	0.00231	0.00529	0.74872	0.07593	0.33755	1.18199	0	0.43342
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus	0	0.02589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Eubacteriales_unclassified_SGB4861	0	0.0232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1479	0.18863	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens	0	0.02137	0	0.05323	0	0	0	0	0.0037	0	0	0	0.00475	0.42623	0.04495	0	0.00403	0.01892	0.01117	0	0	0	0.0094	0.02064	0.12331
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum	0	0.01438	0	0	0	0	0	0	0	0	0	0.68762	2.56078	0	0.01363	0	0	0.01773	0.46386	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2980|s__GGB2980_SGB3962	0	0.01391	0	0	0.29534	0.65521	0.47247	0.34955	1.17524	0.49663	0.2185	0	0	0	0	0.0757	0.10531	0	0	0	0.03057	0.0166	0.03995	0.16559	0.41528
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Woodwardibium|s__Candidatus_Woodwardibium_SGB14954	0	0.01208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus|s__Anaerotruncus_colihominis	0	0.01136	0	0	0.00052	0.06229	0.01814	0.04215	0.13927	0.02037	0.00768	0.01717	0.01099	0.02317	0.13417	0	0.01208	0.0346	0.07158	0	0.00073	0	0.01406	0.05653	0.01649
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_SGB4598	0	0.00998	0	0.0076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01398	0	0	0.0144	0.00714
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_citroniae	0	0.00914	0.0001	0.00767	0	0	0	0	0	0	0	0	0.00274	0.01036	0	0	0	0.00868	0.0009	0	0	0.00716	0.02206	0.00075	0.01668
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3510|s__GGB3510_SGB4687	0	0.0091	0	0	0.02355	0.00542	0.03192	0.01712	0.04898	0	0.07249	0	0	0	0	0.01298	0.01406	0	0	0.02825	0.20749	0	0.00436	0.36061	0.02739
k__Bacteria|p__Firmicutes|c__CFGB3004|o__OFGB3004|f__FGB3004|g__GGB58158|s__GGB58158_SGB79798	0	0.00899	0	0	0	0.00185	0.00066	0.00186	0.00074	0	0	0.00432	0.01294	0	0	0.00145	0.01083	0.00099	0.00492	0	0.00102	0	0	0.00435	0.00663
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Nitrosopumilus_SGB14899	0	0.00866	0	0	0.00935	0	0	0.01981	0	0.027	0.00045	0.01171	0.01605	0	0	0.00742	0.02535	0	0	0	0	0	0	0.10518	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena_contorta	0	0.00746	0	0.0095	0	0.21724	0.18283	0.02382	0.11447	0.18391	0.00887	0	0	0.02837	0.02041	0	0.06287	0.00036	0.06116	0	0.00598	0	0	0	0.01004
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas|s__Intestinimonas_gabonensis	0	0.00726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Sellimonas|s__Sellimonas_intestinalis	0	0.0069	0	0	0.01016	0.01231	0.21835	0.00998	0.03812	0.01653	0	0	0	0.14507	0.1887	0.24572	0.10508	0.03671	0.24417	0.52447	0.39255	0.02279	0.23976	0.49924	0.48883
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_luti	0	0.00686	0.14761	0.24273	0.34869	0.37547	0.40292	0.51702	0.04993	0.82255	0.55864	0.52788	1.35934	0	0.00231	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76388|o__OFGB76388|f__FGB76388|g__GGB9186|s__GGB9186_SGB14125	0	0.00605	0	0	0.04234	0.02696	0.05556	0.02441	0.02301	0.11016	0.01951	0	0	0	0	0.02603	0.06048	0	0	0	0.02986	0	0	0.0421	0.03584
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia	0	0.00435	0	0	0	0.00143	0.0329	0.02768	0.0202	0.02318	0.00106	0.01158	0.00484	0.37335	0.02233	0.05776	0.06262	0	0	0	0	0.04982	0.32982	0.11806	0.01415
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_SGB6276	0	0.0043	0	0	0	0	0	0	0	0	0	0.13506	1.34579	0	0.00169	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_massiliensis	0	0.00265	0	0	0	0.02691	0.00781	0.01024	0.09101	0.02092	0.00059	0	0	0	0	0	0	0	0	0	0	0.00187	0.00438	0	0
k__Bacteria|p__Firmicutes|c__CFGB45503|o__OFGB45503|f__FGB45503|g__GGB9790|s__GGB9790_SGB15413	0	0.00255	0	0	0	0	0	0	0	0	0	0.01388	1.59231	0	0.00059	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Pararuminococcus|s__Candidatus_Pararuminococcus_gallinarum	0	0.00177	0	0	0.00551	0.00462	0.00506	0.01129	0.00042	0.00562	0	0.00472	0.00248	0	0	0.00928	0.00199	0	0	0	0.00125	0	0	0.06834	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9453|s__GGB9453_SGB14845	0	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0.0359	0	0.08015	0	0.04535	0	0.26204	0	7.01367	0.38752	25.94814
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas|s__Vescimonas_coprocola	0	0.0005	0	0	0.54174	1.08679	0.89155	1.95978	3.59917	0.58199	0.37453	0.06361	0.30757	0	0	0.06875	0.06093	0	0	0	0	0	0	0.02541	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_biformis	0	0.0003	3.68804	5.04811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium	0	0.00025	0.44638	0.76374	0.18129	0.24152	0.19661	0.36944	0.09747	1.35638	0.37241	0.40109	0.99273	0	0.00547	0.24099	0.13269	0.17643	0.47098	0.05868	0.19221	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB3068|o__OFGB3068|f__FGB3068|g__GGB9760|s__GGB9760_SGB15374	0	0.00016	0	0	0.79141	3.1506	1.19917	0.38905	1.75419	0.26399	0.61179	0	0.30703	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_pectinoschiza	0	0	3.41594	0.12304	0	0	0	0	0	0	0	0.27625	0.26884	0.57662	0.01025	0.1474	0.17018	0.08783	0.02328	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_MSK_20_85	0	0	3.16271	2.47299	0	0	0	0	0	0	0	0	0	0.00023	0.00012	0	0	0.16774	0.1928	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_SGB1895	0	0	1.41623	0.26751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena_fissicatena	0	0	1.10614	0.39441	0	0	0	0	0	0.03303	0.00616	0.02968	0.04039	0.01842	0	0.6667	0.01339	1.13174	0.10016	0	0	0	0	0.00355	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens	0	0	0.71291	0.05598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara	0	0	0.45533	0.30751	0	0	0	0	0	0	0	0.02584	0.50396	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae	0	0	0.38518	0.3228	0.01934	0.31745	0.05047	0.42628	1.76401	0.28969	0.16614	0	0	0	0	0.11748	0.09829	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_AF16_15	0	0	0.3679	1.4559	0.31473	0.38986	0.71482	0.18486	0.00011	0.37351	0.03323	0.21906	0.52083	0.0787	0.95826	0	0.0104	0.35561	2.09497	0.00328	0.03295	0	0	0.00453	0.00724
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_faecicola	0	0	0.35522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_AM16_25	0	0	0.34666	0.08248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_massiliensis	0	0	0.33219	0.34348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Evtepia|s__Evtepia_gabavorous	0	0	0.31388	0.65065	0.54434	1.00738	1.14758	0.72804	2.08684	1.20002	0.72143	0	0	0.55566	0.58426	0.86977	0.59662	0.62426	0.83855	0.23442	0.51504	0	0	1.21975	1.16719
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_sp_NSJ_43	0	0	0.22876	0.04364	0.00662	0	0	0.03036	0	0.02538	0.00318	0	0	0	0	0.03027	0.11607	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9718|o__OFGB9718|f__FGB9718|g__GGB51441|s__GGB51441_SGB71759	0	0	0.16342	0.06185	0.07134	0.00103	0.04551	0.02531	0.00519	0.01893	0.03245	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_timonensis	0	0	0.13399	0.24156	0.46238	0.18607	0.32967	0.32579	1.11208	0.55001	0.30774	0.16693	0.12541	0.0582	0.03892	0.83558	0.2027	0.42634	0.00673	0.16391	0.02471	0.01933	0	0.02349	0.01151
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_glucerasea	0	0	0.12921	0.06649	0.2445	0.08155	0.10155	0.03167	0.02286	0.00912	0.13953	0.12171	0.13804	0.05646	0.7105	0.08218	0.17992	0	0	0	0	0	0	0.11485	0
k__Bacteria|p__Firmicutes|c__CFGB540|o__OFGB540|f__FGB540|g__GGB79998|s__GGB79998_SGB48024	0	0	0.11384	0.00663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii	0	0	0.1022	0.12327	0.05067	0.15223	0.13219	0.9478	0.67359	0.53723	0.32338	0	0	0	0	0.02959	0.46566	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_Marseille_P3087	0	0	0.07976	0.07503	0.68729	0.59097	0.8012	0.45871	0.21931	0.12827	0.4503	0	0	0	0	0	0	0	0	0.0496	0.00729	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_porci	0	0	0.07828	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_ludwigii	0	0	0.07666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_BX1005	0	0	0.06768	0.08493	0	0	0	0	0	0	0	0	0	0.02121	0.00774	0	0	0	0	0.00053	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_OF03_15BH	0	0	0.06504	0.30293	0.02265	0.099	0.10682	0.06328	0.02488	0.10866	0.06423	0.01778	0.05053	0	0	0.22148	0.14694	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerotignum|s__Anaerotignum_faecicola	0	0	0.05944	0.00861	0	0.03032	0.04396	0.01059	0.16229	0.10684	0	0	0	0	0	0.00934	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9619|s__GGB9619_SGB15066	0	0	0.05207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus	0	0	0.04842	0.07109	0	0	0	0	0	0	0	0	0	0.18789	0	0.02742	0.05568	0	0	0	0	0	0	0.05698	0.00483
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_bilis	0	0	0.04605	0.00303	0.01831	0.02219	0.02542	0.00524	0.06228	0.0215	0.01224	0	0	0.00672	0	0.58891	0.13517	0	0	0.09945	0	0.02694	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Eubacteriales_unclassified_SGB15145	0	0	0.03145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus_SGB15290	0	0	0.02788	0.01058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_AM48_27BH	0	0	0.01972	0	0	0	0	0	0	0.00678	0	0.00482	0.01662	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_OF09_6	0	0	0.0176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AM33_3	0	0	0.01604	0.00185	0	0	0	0	0	0	0	0.00879	0.01664	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Ruminococcaceae_bacterium_AM28_23LB	0	0	0.0138	0	0.00479	0.00737	0.00859	0	0.04843	0.05961	0	0	0	0	0	0.00325	0.025	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB79097|s__GGB79097_SGB105802	0	0	0.01176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04367	0.01023	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__GGB9759|s__GGB9759_SGB15370	0	0	0.01054	0.02297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_rubneri	0	0	0.00972	0.01157	0	0.00678	0.00598	0	0	0	0	0	0	0	0	0	0	0.00126	0.00743	0	0	0.02189	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa	0	0	0.00891	0	0	0	0	0	0	0.00082	0	0.00145	0.00798	0.00021	0	0	0	0.00553	0	0	0	0	0	0.00335	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	0	0	0.0078	0	0	0.37276	0.00937	0.00555	0.04317	0	0	0	0	0.07228	0	0.31002	0.02627	0.01223	0.01332	0.01598	0	0.45089	0.06542	0.02545	0.0059
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus|s__Anaerococcus_SGB53821	0	0	0.00772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae	0	0	0.00756	0	0	0	0	0	0	0	0	0	0	0	0	0.02022	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3538|s__GGB3538_SGB4728	0	0	0.00669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01398	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma|s__Dielma_fastidiosa	0	0	0.00647	0	0	0.00756	0	0	0	0	0	0	0	0	0	0	0	0.02535	0.00257	0	0	0	0	0.00062	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM47	0	0	0.00615	0	0.00553	0	0	0	0	0	0	0	0	0.03918	0.0227	0.03831	0.00089	0.01483	0.00433	0.02563	0	0	0	0	0.00776
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_SGB17157	0	0	0.00549	0.01202	0.00639	0.16076	0.07225	0.00469	0.04677	0.1081	0.01438	0	0.00632	0.0068	0.01749	0	0	0.01433	0.03981	0.02828	0.01346	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis	0	0	0.00512	0.01059	0.01405	0.02356	0.0111	0	0	0	0	0	0.00481	0	0	0	0	0.04557	0.00807	0.00726	0	0	0.00395	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_unclassified_SGB4771	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0052	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_rogosae	0	0	0.00456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
