OTU	SM43_01	SM44_01	SM01_02	SM05_02	SM06_02	SM07_02	SM08_02	SM09_02	SM11_02	SM12_02	SM13_02	SM15_02	SM17_02	SM18_02	SM19_02	SM20_02	SM21_02	SM22_02	SM23_02	SM24_02	SM25_02	SM26_02	SM28_02	SM29_02	SM30_02	SM31_02	SM32_02	SM33_02	SM34_02	SM35_02	SM38_02	SM39_02	SM40_02	SM41_02	SM42_02	SM20_03	SM21_03	SM22_03	SM23_03	SM24_03	SM25_03	SM26_03	SM28_03	SM29_03	SM30_03	SM31_03	SM32_03	SM33_03	SM34_03	SM35_03	SM37_03	SM38_03	SM39_03	SM40_03	SM41_03	SM01_01	SM02_01	SM03_01	SM04_01	SM05_01	SM06_01	SM07_01	SM08_01	SM09_01	SM11_01	SM12_01	SM13_01	SM15_01	SM17_01	SM18_01	SM19_01	SM20_01	SM21_01	SM22_01	SM23_01	SM25_01	SM26_01	SM28_01	SM29_01	SM30_01	SM31_01	SM32_01	SM33_01	SM34_01	SM35_01	SM37_01	SM38_01	SM39_01	SM40_01	SM41_01	SM42_01	SM02_02	SM03_02	SM04_02	SM43_02	SM44_02	SM01_03	SM02_03	SM03_03	SM04_03	SM05_03	SM06_03	SM07_03	SM08_03	SM09_03	SM11_03	SM12_03	SM13_03	SM15_03	SM17_03	SM18_03	SM19_03	SM42_03	SM43_03	SM44_03
Ketoleucine	0.174370	-0.006950	-0.243460	0.054100	0.067510	-0.503610	0.459110	-0.022370	-0.215380	0.001100	0.524130	0.554520	-0.015080	-0.296330	0.239760	-0.231490	-0.041300	-0.226350	-0.097090	0.069740	0.398170	-0.055730	0.407290	-0.130900	0.023380	0.040070	-0.596150	-0.841230	-0.095180	-0.145740	0.325320	-0.246020	0.014740	-0.634370	-0.531770	0.191750	-0.067800	-0.147360	-0.243070	0.261350	0.371360	0.355190	0.403250	-0.088610	0.397760	-0.062540	-0.300280	-0.257180	0.097850	0.279370	0.114460	0.203400	-0.229640	-0.024540	-0.052610	-0.144490	0.129700	0.739710	-0.126460	0.277840	-0.261730	0.479270	0.453210	-0.047830	-0.473250	-0.062920	0.283860	0.015870	0.424130	-0.193520	-0.290690	-0.481400	0.168870	0.130860	-0.416610	0.115860	0.048410	0.171440	-0.270230	-0.283270	-0.327900	-0.179770	-0.660440	-0.207460	-0.041690	-0.134130	-0.014020	-0.028130	-0.464260	-0.289010	0.387150	0.031170	-0.015350	-0.223680	0.358860	0.317300	-0.061650	0.458340	-0.103860	0.251660	0.089950	0.122200	-0.347300	0.551640	0.110540	-0.346870	-0.145340	-0.089120	0.809740	0.351730	-0.044170	0.287180	0.144490	0.451880	-0.765210
Valeric acid	0.573990	-0.201260	-0.125690	0.470470	0.229550	0.037160	0.880070	0.204810	0.252500	0.278830	0.538600	0.156050	0.663960	-0.409980	-0.227170	-0.001070	-0.201380	-0.163110	-0.203520	-0.361370	0.190100	-0.154630	0.194050	-0.223420	0.426180	-0.051300	-0.677190	-0.390620	0.136070	0.156500	-0.204770	-0.329240	-0.373010	-0.246340	0.097710	-0.030610	-0.748420	-0.306170	-0.905750	0.054910	0.000150	0.050340	0.031800	0.052070	0.261590	-0.065230	-0.332650	-0.335950	0.243620	-0.022720	-0.051850	-0.041770	-0.341240	-0.627110	0.163780	-0.224700	-0.104710	-0.403640	-0.558220	-0.102700	-0.115280	0.412140	0.286790	0.190790	-0.340910	0.110760	0.524820	-0.295330	0.269120	-0.118050	-0.265220	0.043340	0.142270	0.413160	-0.500950	0.232290	0.414170	0.186790	0.189140	0.107340	-0.216640	-0.189560	-0.227580	0.098760	0.046790	-0.356390	0.088510	0.012370	-0.437030	0.031800	0.592380	0.405840	-0.372940	0.088450	0.446060	0.657820	-0.399680	0.322800	-0.245990	0.235640	0.162190	-0.036910	-0.643820	0.777700	0.179450	-0.099050	-0.178990	0.115950	-0.446550	0.411260	0.074380	-0.263700	0.438370	0.817830	-0.373030
Acetylcarnitine	-0.391230	-0.503600	0.222820	0.521850	-0.378520	-0.237970	0.533050	-0.226520	-0.230040	-0.158330	-0.358460	-0.132720	0.548040	-0.724240	0.043270	-0.318290	0.391440	0.027550	-0.215480	0.138110	0.180180	0.383480	0.203110	0.534120	0.570860	0.566290	-0.000140	0.409150	0.673290	0.305190	0.026050	-0.034390	-0.028560	0.072800	0.252420	0.299220	-0.189420	-0.415450	0.377250	0.464710	0.418980	0.393230	-0.298790	0.693660	0.083230	0.605940	0.202120	0.499920	0.501200	0.282600	-0.379840	0.223940	-0.011740	-0.184790	-0.199960	0.298570	-0.277360	0.367090	0.120310	-0.090510	-0.338930	0.504210	-0.318500	0.450060	0.215140	-0.487350	-0.439580	0.189410	-0.081770	-1.016010	-0.528740	-0.548140	-0.136680	-0.926310	0.026070	0.095390	-0.418750	-0.913730	-0.261910	-0.507500	-0.326040	-0.255980	-0.037060	-0.104420	-0.688650	-0.979960	-0.233650	-0.105750	-1.012820	-1.634310	-0.341530	-0.762680	-0.128500	-0.232370	0.037480	0.463720	0.221350	0.234660	0.326570	0.452060	0.467490	-0.111280	0.272660	0.424050	0.181610	0.112120	0.173340	0.254690	0.796240	0.040880	0.111040	0.562590	0.339930	0.292000	0.185490
Pyroglutamic acid	-0.101000	0.011000	0.726000	-0.289000	0.606000	-0.512000	-0.607000	-0.023500	0.594000	0.317000	-0.036000	0.361000	-0.114000	0.294000	-0.333000	0.051000	0.532000	0.336000	-0.289000	0.770000	0.618000	-0.039300	0.091300	-0.251000	-0.698000	-0.342000	-0.351000	-0.102000	0.090900	-0.653000	-0.086100	0.411000	0.357000	-0.077000	0.192000	0.556000	0.702000	-0.152000	-0.184000	0.709000	0.540000	0.028800	0.412000	-0.338000	-0.663000	-0.170000	-0.270000	-0.209000	-0.188000	-0.233000	-0.188000	-0.164000	0.556000	0.244000	-0.114000	0.630000	-0.088100	-0.200000	0.022500	-0.522000	0.670000	-0.230000	-0.649000	0.320000	0.487000	0.325000	-0.019500	0.312000	0.084400	0.340000	-0.095100	0.037400	0.306000	-0.107000	-1.290000	0.521000	-0.263000	-0.251000	-0.374000	-1.080000	-1.100000	-0.415000	-0.030500	-0.091100	-0.572000	-0.200000	-0.583000	-0.165000	0.232000	0.035900	0.071900	-0.220000	-0.218000	0.319000	0.000020	0.259000	0.897000	-0.146000	-0.279000	0.602000	-0.252000	0.816000	-0.821000	-0.429000	-0.233000	0.066300	0.512000	-0.014100	0.638000	-0.184000	0.619000	-0.017800	0.412000	-0.143000	-0.588000
AMP	0.852380	0.426390	-0.183410	-0.530900	-0.378510	-0.337450	0.215720	-0.101640	0.402630	0.190050	-0.163100	-0.028620	0.028260	-0.215900	-0.590880	-0.752070	-0.469680	-0.313760	-0.544280	0.110090	0.620900	-0.111990	0.019000	-0.401520	0.242330	-0.279960	-0.126970	-0.341690	-0.058910	-0.423230	-0.074710	0.221670	0.099000	-0.239040	-0.316950	-0.408860	-0.534640	-0.586690	-0.774390	0.452600	0.064320	-0.147540	0.112520	-0.661880	0.654760	0.148580	0.023810	0.158420	-0.121850	0.400440	1.045110	-0.332460	0.441390	-0.321020	-0.726040	-0.168120	-0.081880	2.746230	-0.125460	0.153440	-0.255660	-0.602060	0.152910	1.839140	0.836250	0.082940	-0.333820	0.197370	0.531990	-0.144080	-0.142820	-0.260720	-0.381700	-0.354820	-0.351960	1.234980	-0.258980	0.235290	-0.423470	0.369600	0.051370	0.418050	0.237410	0.081770	-0.038150	0.901720	0.051330	0.229350	-0.411380	-0.218810	-0.067710	0.313670	-0.283410	-0.034690	0.523200	-0.023390	-0.360240	0.274230	-0.186170	0.056550	-0.064330	-0.222130	-0.602760	-0.009190	-0.142730	0.176440	0.253280	-0.752160	0.395870	-0.066740	-0.382950	-0.218940	0.581700	0.298990	-0.583490
Methylguanidine	0.569520	0.173630	-0.120680	-0.005560	0.463920	0.518320	-0.063920	0.468710	0.371350	0.641050	0.906160	0.303220	-0.226920	0.518330	0.746710	0.256590	-0.129560	-0.180270	0.118900	-0.308500	-0.021640	-0.249880	-0.228100	-0.405630	-0.608230	-0.715690	-0.503480	-0.278810	-0.346250	-0.273990	-0.261780	-0.613920	-0.719590	-0.100870	-0.900310	-0.340840	-0.319470	-0.215820	0.104150	0.107860	-0.276780	0.171520	-0.184090	-0.300760	-0.483250	-0.239550	-0.476540	0.152190	-0.409040	-0.330670	-0.184420	-0.209160	-0.044700	0.019160	0.011950	-0.078650	-0.231460	-0.382920	-0.154410	0.132690	-0.231380	-0.480950	-0.445600	-0.587400	-0.423890	0.641880	0.378580	-0.605960	0.347230	0.515680	0.759510	0.537600	0.428460	0.701040	1.123170	0.013570	1.000520	0.518630	0.651760	0.264580	0.490350	-0.154410	0.581730	0.593900	0.430380	0.564870	0.704180	-0.559690	0.598500	0.495450	0.338400	1.039520	0.907060	0.697480	-0.417980	-0.604330	-0.141260	-0.069990	-0.348420	-0.253930	0.212700	-0.309270	-0.220050	-0.212660	-0.293350	-0.108110	-0.322140	-0.311020	-0.872890	-0.059520	-0.018960	0.217340	-0.959170	-0.246510	-1.125060
Citrulline	0.406640	-0.801230	-0.226260	0.600800	0.187710	-0.200500	-0.109450	-0.198960	-0.515990	-0.092520	-0.476040	-0.207060	-0.110210	0.553500	0.690570	0.545950	0.305410	0.316910	0.266260	-0.374950	-0.150260	0.210460	-0.266920	0.272130	-0.981660	-0.063210	0.237880	0.517730	0.147380	-0.081930	-0.278150	-0.100150	-0.243410	0.052340	-0.200030	0.363350	0.014220	0.667370	0.216660	-0.602460	0.559840	0.242850	-0.512130	0.154030	-0.234370	0.089800	-0.122400	0.351540	0.958340	-0.223290	-1.111680	0.439770	-0.155710	0.266120	0.034830	-0.074210	-0.011210	-0.082930	0.532250	0.545150	0.173880	0.206410	-0.279230	-1.457460	-0.336460	0.182400	-0.268610	-1.035260	-0.555170	-0.137320	-0.145060	0.593890	0.278020	0.430180	0.204700	-0.123410	0.356710	-0.393660	0.692060	0.079610	0.347700	-0.109720	0.226710	0.499440	0.715280	-0.290250	0.100210	-0.127290	0.591220	-0.258940	0.561320	-0.799910	0.197870	-0.367480	0.140970	-0.407180	-0.791620	-0.186770	0.629720	-0.285440	0.270640	-0.508210	0.219540	-0.286970	0.018600	0.158150	-0.458610	0.251630	-1.321660	0.107420	0.233330	0.743600	-0.767670	0.436750	0.112830
Indole-3-lactic acid	-0.129550	0.144730	0.009920	0.083440	0.269100	-0.475900	-0.200440	-0.357980	-0.212970	0.271140	-0.128360	-0.109250	0.155440	-0.508560	-0.231140	-0.574770	0.014770	0.508920	-0.105500	0.310600	0.551390	0.138870	0.387490	0.361740	-0.340120	-0.296520	-0.597760	-0.566880	-0.481920	0.014500	0.075230	0.130080	0.391940	0.111050	-0.050490	0.069610	-0.119660	0.271910	-0.448580	0.621630	0.085040	0.531790	0.786040	-0.070040	-0.178940	-0.212490	-0.533880	-0.481100	-0.407480	0.470800	0.074070	-0.019910	0.348710	0.105590	0.251250	0.563510	0.101130	-0.099470	0.230410	0.126330	0.025150	0.133000	0.254310	0.284150	0.214300	-0.050930	0.073280	-0.048820	0.044890	-0.294170	0.107610	-0.406470	-0.594540	-0.279610	-0.600220	0.690630	0.085580	0.027400	-0.323610	-0.201340	-0.373080	-0.285250	-0.592520	-0.243010	-0.097460	0.233990	0.090240	0.179130	-0.152140	0.112680	-0.161500	0.295180	-1.070820	-0.188000	0.608060	0.285310	0.351070	0.061890	-0.338280	0.297420	0.317520	0.439610	-0.316780	0.344340	0.023510	-0.081340	0.118900	0.169750	0.015570	0.032580	-0.130280	-0.037760	0.425380	0.830520	-0.933570
Phosphocreatine	-0.010930	0.384810	-0.512680	-0.478590	-0.254860	-0.114510	-0.166050	-0.469200	-0.484230	-0.961520	-0.212090	-0.272630	-0.387250	-0.346200	-0.570860	-0.218470	-0.003480	0.133040	0.082950	0.130650	-0.305280	-0.045840	-0.508710	-0.657410	-0.672170	-0.399400	-0.016670	-0.385630	-0.637430	-0.088560	0.091840	-0.940040	0.345250	-0.637050	-0.039900	0.150520	0.380280	0.014040	0.101430	0.086120	0.672490	0.063500	0.783430	0.680620	0.225440	0.457940	0.794990	0.381930	-0.119510	-0.491670	0.336730	-0.005870	0.130290	-0.609400	-0.504570	1.026460	0.150040	0.791890	-0.390480	0.790560	-0.741220	0.382020	0.247280	0.211980	0.002210	0.756120	-0.732990	0.286040	0.808500	0.065950	0.276070	-0.285580	0.215610	-0.680110	0.229190	-0.702540	-0.300070	0.493370	-0.485130	0.605820	0.408080	0.831800	0.590650	0.362990	-0.345690	0.486090	0.144370	0.013430	-0.199960	0.065810	0.678850	-0.038650	-0.144600	-0.605190	-0.058400	-0.123670	0.363230	-0.102410	0.183980	0.279730	0.049500	0.293110	-0.318930	0.340820	-0.022940	0.133540	0.492250	-0.020000	0.311700	-0.179740	0.150700	0.082570	-0.139280	-0.563680	-0.320730
Methionine	-0.179740	-0.383360	0.055800	0.203830	0.355640	-0.206300	-0.105580	-0.375350	-0.312980	-0.179660	-0.097130	-0.627620	-0.004210	-0.229650	-0.432070	-0.654220	-0.074880	0.174360	-0.628840	0.476260	0.327970	0.099410	0.281640	0.335590	-0.121920	0.043150	-0.310670	-0.080760	-0.124390	-0.033650	0.669870	-0.055060	0.227470	0.383980	-0.319690	0.124770	0.154340	0.140930	-0.052320	0.326190	0.216020	0.324120	0.526400	-0.042780	0.041650	0.172850	-0.064810	0.232660	-0.528720	0.045250	0.187830	0.104480	0.227660	0.138800	0.178920	0.402000	0.063850	0.500090	0.062520	0.221230	0.612600	-0.175790	0.218930	0.393040	0.158180	-0.140750	-0.084420	0.016080	-0.217630	-0.351950	-0.455880	-0.641970	-0.627960	-0.212710	-0.435880	0.450660	-0.292900	-0.255790	-0.906000	-0.189640	-0.304360	0.277750	-0.272890	-0.343750	-0.357940	-0.301600	-0.279550	0.383180	-0.567710	-0.196940	-0.410190	-0.013890	-0.638440	-0.090090	0.579120	0.291410	0.415180	0.135920	-0.174340	0.565440	0.137560	0.851760	-0.106620	0.199320	0.074800	-0.189780	0.490490	-0.229340	0.378760	0.355970	0.407430	-0.022700	0.413330	0.603380	-0.722080
Dimethylglycine	0.015430	0.768310	0.173970	-0.172870	-0.766660	-0.665980	-0.396250	0.327680	0.397680	0.301100	0.126840	0.101720	-0.225000	-0.525740	0.083630	-0.223120	0.240290	0.176590	0.121340	0.049950	0.609090	0.120780	0.530150	0.284180	-0.430530	-0.113520	-0.537280	-0.223350	-0.057040	-0.334060	-0.201490	-0.350960	0.847190	0.534060	-0.449180	0.226800	0.018340	0.077110	-0.484780	-0.515380	0.482000	0.337160	0.894490	-0.146330	-0.051320	-0.043150	-0.349090	0.128540	-0.480330	-0.568260	-0.534200	-0.004690	0.354680	-0.092270	0.471540	0.174650	-0.203780	0.199460	0.356990	0.038410	-0.819430	-0.032240	-0.369760	0.634640	-0.092820	0.231350	-0.090150	0.283550	-0.262060	-0.360280	0.147400	0.220220	-0.155110	-0.233520	-0.914570	0.765290	-0.048030	0.414190	-0.236690	-0.209570	-0.155060	-0.326830	-0.248680	-0.108970	-0.183490	-0.418040	-0.377990	-0.377600	-0.093120	1.280030	0.090320	0.462460	0.003980	0.390020	0.335990	0.260670	0.070110	-0.338390	-0.468350	0.921120	0.034100	0.047520	-0.709310	0.058570	0.377730	-0.210850	-0.004680	-0.251190	0.907150	-0.384140	-0.154290	0.502250	0.537380	0.034520	-0.798930
2-Methylglutaric acid	-0.053570	0.693650	-0.020010	-0.182770	0.210360	0.656680	0.185420	-0.229450	0.404390	0.329570	-0.334050	0.234590	0.088650	-0.071680	-0.546910	-0.221280	0.328820	-0.775290	0.408020	0.267590	0.260960	0.316950	0.081960	0.330640	0.225400	-0.027020	-0.459820	0.105010	0.283540	-0.418320	-0.031860	-0.048280	0.232770	0.144010	0.497810	0.435170	0.058890	-0.461940	0.037410	0.373220	0.169280	0.246760	-0.107080	0.259120	-0.117100	0.144610	0.304240	0.176630	0.142740	-0.607240	-0.352650	0.275350	-0.182020	0.490670	-0.084920	-0.556750	-0.026450	-0.114690	-0.462690	-0.371630	-0.421590	0.161090	-0.090340	0.385400	0.374300	0.057800	-0.519900	0.393890	0.162460	-0.187650	-0.238760	-0.194990	-0.065070	-0.747330	-0.236230	0.117380	-0.291970	-0.100310	0.034720	-0.344000	-0.336570	0.598730	-0.214160	-0.360770	-0.365080	-0.863540	-0.032350	-0.472900	-0.323070	0.174500	-0.366020	-0.062770	-0.099220	-0.353710	0.456520	0.186290	-0.248790	0.195060	-0.214480	0.433330	-0.231570	0.064690	0.233120	0.303760	0.126640	0.303130	0.105120	-0.669160	0.717490	0.074130	0.653920	-0.357570	0.574440	0.233550	-0.646960
Cystine	-0.351060	0.395580	0.254710	-0.190870	-0.519610	-0.699820	0.124380	-0.602780	0.009120	-0.274730	-0.527090	-0.196000	0.457640	-0.690410	-0.417940	-0.490650	0.122240	0.085170	0.105960	0.641870	0.120590	0.218890	0.081780	0.366910	0.032360	-0.074730	-0.748780	0.100630	0.077910	-0.178940	0.351370	-0.496240	0.542810	0.295640	0.106050	0.105150	0.362680	0.023810	-0.314650	0.601640	0.218590	0.124320	0.628570	0.369190	0.219300	0.142640	-0.134030	0.333950	-0.114950	0.029240	0.038220	0.216820	0.287890	0.212600	0.310610	0.382450	0.450240	0.202850	0.453570	-0.105240	-0.439590	-0.153690	0.586040	0.184880	0.295780	-0.009080	-0.327530	0.178900	-0.199690	-0.271500	0.012210	-0.326330	-0.058590	-0.524310	-1.140280	0.440250	-0.679420	-0.261650	-0.240300	0.046950	-0.284570	-0.284090	0.039010	-0.366780	-0.408330	-0.443620	-0.204720	-0.370960	-0.149190	0.076260	-0.285460	0.214460	-0.572570	-0.025350	0.215350	0.213870	0.332140	0.524530	-0.316490	0.779620	0.045530	0.039630	-0.416830	0.612920	-0.042860	-0.348470	0.743460	-0.226480	-0.195380	0.291090	0.127200	0.414240	0.475840	0.247700	-0.641180
Cytidine	0.018500	0.493090	0.967660	0.302700	-0.365750	-0.320470	-0.065990	0.011390	-0.049460	0.054890	-0.276120	-0.020830	-0.171490	-0.264450	-0.068940	0.465930	0.717580	0.277990	0.860410	-0.020400	0.199070	-0.319800	-0.246710	0.314130	-0.314230	-0.328770	-0.714430	-0.386140	-0.151300	-0.108110	-0.428490	-0.140500	0.418300	-0.030800	0.100760	0.254030	0.403680	0.230850	1.259120	0.285770	0.336080	-0.014640	0.003870	0.265520	-0.335290	-0.119930	-0.140920	-0.419050	-0.110670	0.100080	-0.412430	-0.410740	0.318620	0.168970	-0.069380	-0.126120	-0.147790	-0.401880	0.083550	0.243580	-0.565000	-0.183430	-0.286790	-0.433690	-0.231240	0.051970	-0.190990	-0.216740	0.131950	0.413650	0.226850	0.475500	0.635250	0.423160	1.244840	0.454700	-0.181210	-0.215100	0.337970	-0.410600	-0.300730	-0.019920	-0.069990	0.286820	0.466370	-0.333800	-0.317830	-0.249170	0.148370	0.773710	-0.029330	0.080700	0.170000	0.545380	-0.101400	0.181960	-0.050340	-0.263560	-0.318300	0.524300	0.343680	0.083940	-0.409700	-0.065340	-0.172120	-0.832090	-0.035420	-0.365250	-0.919940	0.113320	0.222510	0.166370	-1.373510	0.025700	-1.040620
1-Methylhistidine	-0.711720	0.887910	1.239780	0.326630	0.993370	0.434770	1.111150	0.647320	0.304900	0.572370	-1.811730	0.619210	0.604570	-0.044860	-0.377480	1.079920	-0.571640	-0.761550	0.484160	-0.541710	0.975980	0.602940	0.671430	0.407890	-0.578210	-0.056470	-0.984300	-0.430560	0.612890	0.575530	-0.368050	-0.028380	0.502050	-0.173820	-0.650090	0.458420	0.475570	-0.702770	-0.479380	-0.332530	0.814160	0.776720	0.597480	0.138950	-0.663760	-0.654220	0.245440	-0.838560	0.933990	-0.487780	-0.556850	-0.655540	0.359620	-1.311150	0.150910	0.430230	-0.041590	0.105880	1.176880	0.951510	-0.345640	0.407200	-0.401470	0.095170	0.768140	0.956540	-0.932640	-0.971630	-0.198410	-0.028500	-0.855190	0.208030	-1.419960	0.448260	-0.713720	0.656410	-0.164630	0.551070	1.345000	0.083660	-0.606830	-0.261770	-0.178840	-0.379880	0.465220	-0.948890	-0.604180	-0.696090	0.029660	0.755180	0.482730	-2.002860	0.169960	-0.592020	-0.040300	0.283120	0.803230	-0.834190	-0.402690	0.197380	0.391850	-0.377810	-0.862520	0.547630	-0.343430	0.218650	-0.248250	-0.521250	-1.092110	0.932100	0.419070	-0.033350	-0.775990	-0.210390	0.374320
Sarcosine	0.285730	0.549310	-0.396780	-0.394450	0.029040	-0.240620	-0.119340	-0.280750	-0.225500	0.105570	0.139740	-0.160670	-0.019430	-0.230030	-0.395060	-0.254970	-0.048980	-0.333720	0.037050	0.517800	0.305970	-0.223880	0.014390	0.212300	-0.198540	-0.102650	-0.182160	-0.275770	-0.133640	-0.222730	0.504100	-0.186090	0.333790	0.488540	0.228880	0.152860	0.279570	-0.320080	0.039990	0.417820	0.153320	-0.015920	0.413460	0.186250	-0.259180	0.130710	-0.596670	0.202010	-0.277270	-0.349680	-0.012530	0.044170	0.449760	0.072600	0.226920	-0.189620	0.269820	-0.009370	0.237750	0.155230	-0.025220	-0.289700	0.159380	0.231210	-0.070920	0.317260	0.170360	0.104740	0.031220	-0.104970	0.034060	0.130350	-0.293070	-0.681960	0.230080	0.224830	-0.692990	-0.129040	-0.257070	0.046910	-0.386950	-0.070290	-0.167490	-0.092780	0.098590	-0.190340	-0.036100	-0.250210	-0.229620	0.498090	0.106540	0.094230	-0.311940	-0.093550	0.569220	0.443780	-0.419410	-0.047310	-0.418690	0.437040	0.238960	0.443360	-0.475780	-0.127800	0.001910	-0.457760	0.337180	-0.378940	0.325120	0.186200	0.214240	0.200870	0.282440	0.215650	-0.202250
Choline	0.132480	-0.143350	-0.215830	0.029510	-0.620050	-0.136400	-0.050120	-0.074990	-0.281300	0.260960	-0.302520	0.025610	-0.229720	0.079420	0.416690	0.162030	-0.103030	0.082250	0.328480	-0.083300	-0.121330	0.599150	0.043300	0.736440	-0.659710	-0.295200	-0.279460	-0.055540	-0.652810	-0.134070	-0.263520	-0.068040	0.169230	0.368400	-0.009510	0.265690	-0.040290	0.097910	-0.154780	-0.096180	-0.297300	0.482920	-0.062660	0.135790	0.085530	-0.529310	-0.645230	0.137890	-0.849690	-0.431090	0.256610	-0.035090	-0.166680	-0.168500	0.173420	0.179380	0.356970	0.305790	0.355100	0.327980	-0.307280	0.082070	0.343820	0.070840	0.284860	0.147980	0.083340	0.336890	0.277490	-0.094240	0.150710	0.778340	-0.092950	-0.185860	0.005370	0.558940	0.521180	-0.156340	0.556160	0.550830	0.537980	-0.178490	-0.074510	-0.576350	0.154610	0.206870	0.207950	-0.463610	0.414880	0.382300	0.163910	-0.125920	-0.353740	0.104570	0.331990	-0.040130	-0.323880	0.089960	0.216970	-0.293190	-0.156310	-1.101870	-0.130430	-0.264200	-0.457110	-0.042670	-0.612130	-0.014300	-0.284420	-0.430220	0.182430	0.396710	0.121010	0.389840	-0.228970
Tyrosine	-0.365590	0.285180	0.017350	-0.259030	-0.310090	-0.341380	-0.289270	-0.615040	0.046350	-0.190160	-0.364280	-0.249140	-0.065080	-0.208220	-0.179440	-0.535770	-0.115860	0.309190	0.260920	0.544840	0.104360	-0.012990	0.409600	0.749850	0.009030	-0.045030	-0.400610	-0.429080	0.090970	0.018700	0.192790	-0.343550	0.647180	0.490530	0.335490	0.157740	0.124650	0.096390	-0.254320	0.390260	-0.035640	-0.102590	0.448820	0.007190	0.016770	-0.056460	-0.007060	-0.300100	-0.284630	0.159710	-0.244320	0.073150	0.160320	0.456710	0.446370	0.028760	0.557290	0.185860	0.528850	0.224430	0.285990	0.127720	0.681620	0.120000	0.358330	-0.186360	-0.306340	0.252760	-0.385130	-0.485680	0.249290	-0.076000	-0.373050	-0.427470	-0.500940	-0.037850	-0.739990	-0.221700	-0.356800	-0.221460	-0.247230	0.006510	-0.352210	-0.757540	-0.393450	-0.818500	-0.477760	0.293150	-0.062070	0.230320	-0.337930	0.043030	-0.717080	-0.130370	0.612000	0.200960	0.108810	0.365430	-0.307900	0.680930	0.201220	0.014170	-0.306340	-0.086450	-0.170510	0.001850	0.728320	0.025210	0.618910	0.453470	0.275350	0.280560	0.312440	0.498480	-0.513580
Adipic acid	0.090770	0.542140	-0.258380	-0.121740	0.299230	0.520890	0.170250	-0.095290	0.466560	-0.284290	-0.239960	0.227080	0.013860	-0.392630	-0.411400	-0.395490	0.370280	-0.647300	0.309780	0.320020	0.055330	-0.156860	0.063740	0.258780	0.263320	0.117490	-0.156630	0.110110	0.397110	-0.274080	0.302710	-0.049980	0.397520	0.243950	0.606260	0.566390	0.224250	-0.668260	-0.207560	0.138290	0.197650	0.267620	0.077000	0.379620	0.047810	0.224590	0.416540	-0.151530	0.179420	-0.468670	-0.354440	0.108510	-0.218640	0.428600	0.114370	-0.121470	-0.089230	-0.195010	-0.596490	-0.197600	-0.487380	0.341800	-0.688610	0.399160	0.483450	0.112410	-0.512890	0.246790	0.091990	-0.062930	-0.038190	0.019150	-0.038510	-1.018760	-0.496750	-0.047680	-0.622570	-0.125180	0.234910	-0.508740	-0.385150	0.369610	-0.145010	-0.331100	-0.189650	-0.684730	-0.287440	-0.313490	-0.616880	-0.047710	-0.406940	0.167230	-0.382620	-0.172520	0.558650	0.184130	-0.164850	0.246620	0.027780	0.559400	-0.088280	0.297670	0.202930	0.074410	0.220370	0.325050	0.367820	-0.694710	0.616230	0.117610	0.274060	-0.075640	0.607240	0.227780	-0.504260
Oxoglutaric acid	0.104510	0.478630	-0.274250	0.057790	0.272490	0.475080	0.165010	-0.083440	0.407600	-1.481200	-0.172580	0.185780	0.025210	0.003760	-0.337340	-0.016700	0.339800	-0.564870	0.407670	0.272990	0.097590	-0.118830	0.073570	0.215860	0.233880	0.126970	-0.087710	0.081590	0.367470	-1.636690	0.295940	-0.019440	0.353680	0.233550	0.519600	0.502640	0.205240	-0.521800	-0.184990	0.121720	0.161040	0.260840	0.081400	0.348300	0.037150	0.213560	0.350910	-0.099670	0.149860	-0.380060	-0.281490	0.119050	-0.169840	0.385440	0.131800	-0.093510	-0.092190	-0.143810	-0.208250	-0.180620	-0.394320	0.485380	-0.255390	0.347970	0.429580	0.110760	-0.424490	0.216660	0.096200	-0.048250	-0.010590	0.065090	0.000830	-2.130960	-0.241080	-0.023000	-0.294980	-0.114660	0.224270	-0.353920	-0.374800	0.344850	-0.098200	-0.330080	-0.062900	-0.580150	-0.212230	-0.244020	-0.493850	-0.010170	0.196120	0.161990	-0.299450	-0.144870	0.504520	0.176960	-0.131410	0.229750	-0.012790	0.490230	-0.037160	0.267640	0.166570	0.174870	0.218550	0.328500	0.329960	-0.606830	0.550620	0.136490	0.298520	-0.049140	0.543780	0.196730	-1.029370
