OTU	SM43_01	SM44_01	SM01_02	SM05_02	SM06_02	SM07_02	SM08_02	SM09_02	SM11_02	SM12_02	SM13_02	SM15_02	SM17_02	SM18_02	SM19_02	SM20_02	SM21_02	SM22_02	SM23_02	SM24_02	SM25_02	SM26_02	SM28_02	SM29_02	SM30_02	SM31_02	SM32_02	SM33_02	SM34_02	SM35_02	SM38_02	SM39_02	SM40_02	SM41_02	SM42_02	SM20_03	SM21_03	SM22_03	SM23_03	SM24_03	SM25_03	SM26_03	SM28_03	SM29_03	SM30_03	SM31_03	SM32_03	SM33_03	SM34_03	SM35_03	SM37_03	SM38_03	SM39_03	SM40_03	SM41_03	SM01_01	SM02_01	SM03_01	SM04_01	SM05_01	SM06_01	SM07_01	SM08_01	SM09_01	SM11_01	SM12_01	SM13_01	SM15_01	SM17_01	SM18_01	SM19_01	SM20_01	SM21_01	SM22_01	SM23_01	SM25_01	SM26_01	SM28_01	SM29_01	SM30_01	SM31_01	SM32_01	SM33_01	SM34_01	SM35_01	SM37_01	SM38_01	SM39_01	SM40_01	SM41_01	SM42_01	SM02_02	SM03_02	SM04_02	SM43_02	SM44_02	SM01_03	SM02_03	SM03_03	SM04_03	SM05_03	SM06_03	SM07_03	SM08_03	SM09_03	SM11_03	SM12_03	SM13_03	SM15_03	SM17_03	SM18_03	SM19_03	SM42_03	SM43_03	SM44_03
Erythrose	-0.320780	0.359700	0.275510	-0.013810	0.120660	0.145410	-0.289200	-0.434190	-0.043940	0.058020	-0.257470	1.094790	-0.160540	-0.422930	0.274470	-0.324720	-0.152800	-0.093730	0.369350	-0.342810	-0.032470	-0.339820	-0.244070	-0.058160	-0.334430	0.306890	-0.899370	-0.319000	-0.263950	-0.084920	-0.665880	-0.475660	0.337860	0.236030	0.187220	-0.248920	0.180670	0.143180	0.499980	0.109640	-0.031120	-0.205730	0.389590	0.355130	-0.070380	0.002410	-0.667790	0.193030	-0.150170	0.013230	-0.438870	-0.278700	-0.085510	0.106370	-0.202250	-0.106030	0.963280	0.113620	-0.256830	0.089260	-0.840750	-0.824980	0.142500	-0.046660	0.463850	0.466560	-0.632900	0.429600	0.410040	0.013510	-0.090640	0.160420	0.076240	-0.358320	0.449030	1.437040	0.190940	0.016080	0.460790	-0.490550	-0.027880	-0.040890	0.381890	0.472600	0.313850	-0.294710	-0.173850	-0.327890	-0.276650	0.761220	0.017860	0.216990	-0.275550	0.317070	0.239570	-0.112200	0.177260	0.198210	-0.684620	0.151280	0.142190	-0.065370	-0.706100	0.274690	-0.218920	-0.163850	0.237180	-0.823370	1.495340	0.091320	-0.642410	0.025700	0.461760	-0.014680	-0.167140
6-Methyl-DL-Tryptophan	0.095480	1.488900	-0.256060	-0.364580	1.183480	-0.304340	-0.397200	0.540770	1.067350	0.991330	0.324620	1.275720	-0.736330	0.904920	0.398940	0.833780	-0.411840	-1.160240	-0.399580	-0.463070	-0.639250	-0.635070	-0.631570	-0.567000	-0.071230	-0.479310	-0.439850	-0.186780	-0.354810	-0.425100	-0.152740	-0.612910	-0.013710	-0.147330	-0.354500	-0.273430	-0.630680	-0.112620	-0.358480	-0.340760	-0.855800	-0.124880	0.012200	-0.658060	-0.199300	-0.054420	-0.037620	-0.198500	-0.168460	-0.011790	-0.116750	-0.294660	-0.348030	-0.344870	-0.069640	-0.153230	-0.269270	-0.240500	-0.384720	-0.426170	-0.470990	-0.638770	-0.340870	-0.439820	-0.689600	1.257840	0.948800	-0.122000	1.028890	1.106690	1.044630	1.011000	1.022730	0.595460	1.445500	-0.122480	0.298420	0.833510	1.100300	0.824990	1.313830	-0.128770	0.704410	0.113370	-0.160190	0.830780	0.088890	-0.171220	0.698540	1.266790	0.717620	0.132040	-0.402270	0.974120	-0.402200	-0.262830	-0.115420	-0.333940	-0.594950	-0.492490	-0.558730	0.002770	-0.350620	-0.448380	-0.375840	-0.736860	-0.533440	-0.296770	-0.508640	-0.480890	-0.859280	-0.214910	0.187090	-0.497380	-0.038890
Pentadecanoic acid	0.149250	-0.188530	-0.531230	-0.302990	-0.138000	0.297630	0.067880	0.069370	0.060160	-0.405220	0.056700	0.184070	-0.315470	-0.292960	-0.353420	-0.402120	-0.256950	-0.090760	-0.186950	0.221160	-0.271430	-0.151440	-0.085910	-0.372840	-0.070500	-0.223590	-0.166990	-0.103800	0.106370	0.120430	0.036860	-0.184320	-0.112760	1.279880	0.062650	-0.023830	-0.317570	-0.499430	-0.489530	0.072940	0.038080	0.009970	-0.326330	-0.444130	-0.190020	-0.012230	-0.045740	0.221580	0.080270	0.340900	-0.386420	0.184870	1.807830	-0.072180	1.661560	-0.694020	1.057770	0.036840	-0.503970	-0.099770	-0.132130	0.111770	-0.111660	-0.687960	-0.114220	-0.412370	0.103450	0.065120	-0.415470	-0.123520	1.193740	-0.133550	-0.094310	0.005150	-0.219910	-0.239580	-0.159150	-0.021980	-0.532720	-0.339440	-0.173160	0.058360	-0.024680	-0.075170	-0.006820	-0.017960	0.328490	-0.081360	-0.184440	1.275420	0.206710	2.743710	0.346930	-0.477770	0.053030	0.840200	-0.226230	1.365140	0.028120	-0.308650	-0.318890	-0.081800	0.186740	-0.148780	-0.168840	-0.112270	-0.348440	-0.257890	-0.209220	-0.054670	-0.144560	-0.614870	0.139380	0.093070	-0.281720
Suberic acid	0.351090	0.308790	0.242060	0.269670	-0.046600	0.667160	0.507480	-0.610800	-0.083620	0.359770	0.215150	0.087900	-0.034570	0.053320	0.237380	0.107860	0.342590	0.012770	0.410480	0.144790	-0.128640	-0.163550	-0.778760	-0.581180	0.321380	0.094200	-0.156240	-0.559550	-0.125650	-0.128090	-0.103530	-1.154430	-0.545540	-0.559870	0.207040	-0.389410	0.231900	-0.414630	0.401730	-0.201770	-0.576540	-0.157920	-0.338480	0.224780	0.140240	-0.700420	-0.066710	-0.702010	-0.038810	1.033880	-0.671590	0.098380	-0.506230	-0.366950	0.253930	0.173760	-0.401060	-0.033840	-0.349950	0.266880	-0.878060	0.180580	-0.308750	0.592070	-0.037640	0.661400	-0.086030	-0.418990	0.124900	0.064210	0.667010	-0.575180	0.158830	0.614100	0.498050	0.366160	0.276020	-0.108310	0.035900	-0.012030	-0.121410	0.660530	0.024730	0.181240	0.449810	-0.315480	0.039770	-0.268160	-0.041010	0.402690	0.258040	0.426210	0.719980	0.424180	0.432330	-0.032050	0.080600	-0.689370	-0.195120	-0.635530	-0.053890	-0.628970	-0.373340	-0.192200	-0.612700	0.172360	-0.094480	-0.293560	1.241620	-0.290870	-0.138240	0.262330	1.566720	-0.190860	-0.079560
Xylitol	-0.711180	0.478190	0.202000	0.249240	-0.259450	-0.724670	-0.050500	-0.282490	-0.181110	-0.271800	0.059630	0.402480	-0.324560	-0.107300	-0.046810	-0.156350	0.381240	-0.115790	0.429540	0.365680	0.099050	0.214690	-0.537510	0.072890	-0.579320	0.019050	-0.066260	-0.141930	-0.362660	-0.098920	0.463880	-0.085800	0.451190	0.570570	0.296940	-0.015700	0.175550	0.049000	0.552420	-0.097630	-0.521890	-0.156430	-0.361080	0.329050	-0.189360	-0.262990	-0.322400	-0.097470	-0.434380	-0.427900	-0.296080	-0.290840	0.140670	0.228860	-0.047810	-0.260250	-0.148170	0.379280	0.035050	0.309000	-0.043850	-0.263450	0.435570	-0.122660	-0.225000	-0.090430	-0.535960	0.636090	0.574720	0.224780	0.490850	0.189920	-0.147100	-0.083520	-0.100620	-0.118010	0.093510	0.021790	0.220730	-0.698460	0.008390	0.663040	-0.307590	0.178210	-0.279360	-0.450930	0.064830	0.214940	0.028040	0.775650	0.530250	-0.176020	-0.087410	-0.188370	0.043470	-0.056080	0.244400	0.319920	0.060480	0.173810	0.279050	0.064900	-1.050560	0.064860	0.014430	-0.145970	0.131010	-0.706650	0.979420	-0.199900	-0.285370	0.284400	0.298400	0.282270	-0.149210
Levulinic acid	-0.861120	-1.174190	-0.425910	0.501750	0.375030	0.154700	-0.120930	-0.465650	0.755200	-0.000900	-0.132690	0.872880	-0.441250	0.151920	-0.115670	0.587150	0.828790	0.771900	0.271840	0.168330	0.406440	0.012340	0.202730	0.130810	-0.008980	1.094040	0.347580	0.812590	0.816230	0.369810	0.340860	0.133070	0.799970	0.125010	0.634230	1.219170	0.106690	-0.269720	-0.052400	0.453480	0.091230	-0.287730	-0.343220	-0.388320	-0.076310	0.996480	0.858900	0.091880	0.291930	-0.454730	1.316920	0.456860	-0.143690	-0.520990	-0.278150	0.418840	0.001260	-0.858300	-0.446410	-0.458230	0.266300	0.443160	-0.316560	-1.080500	-0.652180	-0.453990	-0.271450	-0.566470	-0.474640	-1.445280	0.469310	0.444950	-0.610980	0.044040	-0.095920	-0.926670	-0.765160	-0.308160	-0.222200	-0.445940	-0.073300	-1.124760	0.071230	0.051980	-0.331970	-0.577110	0.024440	-0.281130	-0.151770	-0.875930	0.082260	0.063110	0.047280	-0.389670	0.673010	0.328260	0.127850	-0.328360	0.500310	-0.302350	0.749370	0.145570	0.204940	0.039500	0.482470	-0.143620	-0.278540	-0.079300	-1.069700	-0.199910	0.250840	-0.121380	-0.861460	-0.064370	0.737180
Uridine	-0.142030	0.318360	0.294700	0.026680	0.117960	-0.064530	0.197210	0.023520	0.443070	0.091600	0.320110	-0.617230	0.363600	-0.089910	-0.223460	-0.320090	0.135660	-0.251590	-0.406560	0.137860	0.288820	0.137920	0.511100	0.095740	-0.179670	-0.864740	-0.474390	-0.575160	0.101520	-0.488410	-0.091960	0.277360	0.490510	0.297120	-0.169400	-0.225290	-0.135980	-0.022160	-0.679050	0.063390	0.027060	0.146980	0.484730	-0.252780	-0.432540	0.027560	0.061550	-0.390740	0.093330	-0.615800	-0.203470	-0.254750	0.242260	-0.282890	0.414240	0.556640	-0.277150	0.064770	0.107910	0.105360	-0.112080	-0.282390	0.393910	0.994330	-0.246030	0.108090	-0.064390	-0.057250	0.298230	0.232640	-0.791750	0.081990	0.180600	-0.435510	-1.269480	0.231200	0.027400	0.400160	0.321020	0.187480	-0.729100	0.318010	-0.296480	-0.224250	0.128880	-0.236100	-0.067280	0.175250	0.226930	0.449770	-0.046870	-0.081040	-0.333410	-0.157310	-0.556370	-0.036190	0.882610	-0.304770	0.104090	0.618740	0.036070	0.585080	-0.260090	-0.228590	0.561150	0.404810	0.133810	0.326480	0.188400	0.422480	0.244410	0.084220	0.002400	-0.534910	-0.333480
4-Aminobutyric acid	-0.032960	-0.743950	-0.278350	-0.197110	-0.328240	0.624080	0.032810	-0.295060	0.310590	-0.697140	-0.198110	0.196230	0.335630	0.073810	-0.355950	0.211660	0.423120	0.192220	-0.422770	-0.678250	0.027030	-0.117090	0.176660	-0.119550	-0.169150	0.500710	0.264230	0.570990	0.031800	0.082120	0.334130	0.638460	-0.281640	-0.317400	0.325170	0.411650	-0.253490	0.100420	0.305540	0.170500	-0.115300	0.147030	0.012280	-0.108300	0.297120	0.403290	0.479730	0.172840	0.228380	0.343150	0.009870	-0.023780	-0.119910	-0.045220	-0.364730	0.001820	-0.040100	0.089400	0.024520	-0.038340	-0.163810	0.323670	-0.141510	-0.053300	-0.734540	-0.349790	-0.148390	-0.157100	-0.441400	0.296460	-0.000100	0.172610	-0.673380	-0.000650	0.199470	0.257590	-0.592890	-0.168360	0.052210	0.206620	-0.126900	-0.008610	-0.225350	-0.784860	-0.377200	-0.110000	-0.554970	0.305560	0.110430	-0.591850	0.004460	-0.542680	0.319680	0.009750	0.188130	-0.115650	-0.353300	-0.066380	0.371550	-0.006600	0.081570	-0.368860	0.105810	0.418390	0.077450	-0.032460	0.209330	0.833460	0.289260	-0.078520	0.031870	0.330370	0.214530	0.057640	0.294420
Maleic acid	0.091750	0.169440	-0.436040	-0.262360	-0.249010	-0.431210	0.100690	-0.350090	-0.094830	-0.378130	0.169170	0.507390	-0.030460	-0.569920	-0.073290	-0.276510	0.000890	-0.515940	0.162480	-0.106230	0.085920	-0.417750	-0.216090	-0.298020	-0.209400	-0.348940	-0.345930	-0.389070	-0.055260	0.075420	0.021160	-0.371620	-0.241510	-0.180530	0.098130	0.204510	-0.017870	-0.115860	-0.049570	0.146630	0.347590	0.311780	0.444430	0.117420	0.518420	0.130470	0.158290	-0.139590	0.219060	0.159680	0.287260	0.336730	-0.344790	-0.054990	-0.026520	-0.398820	0.415080	0.392300	-0.028230	0.533470	-0.685950	0.205240	0.846970	-0.088740	-0.535330	0.138070	0.239180	0.232560	0.582490	-0.129170	-0.045080	-0.326340	0.017140	-0.102150	-0.119990	-0.243120	0.151570	-0.027700	-0.090970	-0.445020	-0.036550	0.270160	-0.171710	-0.129500	-0.170980	-0.263980	0.031100	-0.183880	-0.249140	-0.045540	0.591300	-0.217100	-0.046710	-0.113190	-0.069730	-0.175380	0.011470	0.843190	0.290750	0.473820	0.113460	0.178050	-0.344560	0.406900	0.225670	0.017020	0.049050	-0.083790	1.059180	0.649550	0.073830	0.157370	0.034850	-0.336380	-0.593480
Heptadecanoic acid	0.174730	-0.434710	0.140320	0.012190	0.244050	0.175210	0.122220	-1.049030	0.059570	-0.010980	0.302060	0.172650	-0.402660	-0.282520	-0.344780	-0.476910	-0.404960	-0.065420	-0.337740	0.526710	-0.335600	-0.142050	0.242070	-0.630440	0.120790	0.064490	0.127720	-0.214730	-0.018180	0.390720	0.281740	-0.013450	-0.513300	-0.413730	0.231240	-0.458490	-0.239410	-0.525840	-0.483180	0.506390	0.341710	0.305920	-0.476260	-0.156380	0.367480	0.234000	0.056050	-0.094550	0.395380	0.651110	-0.147750	0.227010	-0.201710	-0.033460	0.224620	-0.283300	0.199480	0.311990	-1.237680	0.218980	0.077430	0.326520	0.275890	-0.683480	0.185870	-0.297800	0.827180	0.430340	0.050270	-0.483920	0.121290	0.053640	0.160570	-0.034720	0.491430	-0.361240	0.493890	0.572880	-0.327230	0.093060	0.152440	0.625170	0.259470	0.168970	-0.129550	0.229530	0.409730	-0.094050	-0.143970	-0.537670	0.474300	-0.450550	0.139370	-0.102780	0.329260	0.272540	-0.206420	0.332190	0.218240	-0.391770	0.275660	0.084310	0.434580	0.161410	-0.632940	-0.020620	-0.173090	-0.026950	-0.380660	-0.686520	0.019020	-0.472740	0.286500	0.457350	0.148980
Palmitic acid	-0.000850	-0.239140	-0.156570	0.143400	0.202960	0.399090	0.232730	0.121310	0.045780	0.036050	0.244940	0.474040	0.192600	-0.575280	-0.050880	-0.405020	-0.783490	-0.157440	0.231700	0.096240	-0.365440	0.050130	0.417190	0.082110	0.217980	0.152600	0.051480	-0.211260	0.348520	0.465930	-0.279950	-0.117780	-0.279820	-0.355040	0.260540	-0.342240	-0.583330	-0.455960	-0.028970	0.232620	0.335430	0.319100	-0.235330	-0.272030	0.307910	0.307090	0.030380	-0.341200	0.180020	0.270480	-0.405390	0.341900	-0.281620	-0.438460	0.260720	-0.799270	0.234480	0.123640	-0.355070	-0.007070	-0.317860	0.158040	0.076240	-0.855750	0.057690	-0.473960	0.768560	-0.045730	0.150230	-0.487680	0.531890	-0.344670	-0.053150	0.244500	0.349410	-0.256960	0.276290	0.314750	-0.509270	-0.119870	-0.278160	0.510280	0.229440	0.023760	0.190570	0.165260	0.413400	-0.424260	-0.113050	-0.312050	0.342720	0.223420	0.674590	0.043090	0.323820	0.198760	-0.358020	0.370010	0.172470	-0.010860	0.170730	-0.100500	0.507880	0.178930	-0.125140	-0.026620	-0.478700	-0.284670	-0.379860	0.349040	0.041950	-0.321130	0.144980	-0.427790	0.015790
Myristic acid	0.088650	-0.703660	-0.604730	-0.275990	0.216570	0.750120	0.168630	0.752780	-0.004920	-0.618440	0.648400	0.197160	-0.194440	-0.414040	-0.155490	-0.854410	0.109370	-0.053360	0.478010	0.201460	-0.285250	0.198200	0.284760	-0.003010	0.107630	0.354330	-0.144780	-0.453790	0.165810	0.581760	0.260420	0.100930	0.093880	-0.183030	-0.008160	-0.516520	-0.705260	-0.470410	-0.054050	0.078030	0.328140	0.171740	-0.383060	-0.400010	0.073050	0.129980	0.146320	-0.467780	0.414140	0.400600	-0.191240	0.601630	-0.199660	-0.160100	0.255100	-0.720960	0.429730	0.346110	-0.641740	0.091290	0.170480	0.595380	-0.050480	-1.029060	0.459890	-1.125970	0.899010	0.147720	0.326380	-0.398210	0.174270	-0.434180	-0.227660	0.160670	0.545640	-0.314950	0.355850	0.419670	-0.737830	-0.390200	-0.409360	0.253700	0.112890	-0.025670	0.482930	-0.215330	0.653450	-0.067330	-0.329950	-0.187970	0.732620	-0.240540	0.506930	-0.231630	-0.066540	0.110280	0.095470	0.239370	0.307090	-0.092210	-0.159750	0.037300	0.644620	-0.013150	0.489040	-0.317120	-0.775160	0.295160	0.046080	0.068810	-0.103570	-0.492090	0.125990	-0.267460	-0.109810
N-Acetyl-D-galactosamine	0.609470	0.660690	-0.300160	-0.299190	-0.204400	-0.246340	-0.333700	0.269510	0.189210	-0.361070	-0.011200	0.052010	0.053140	-0.164850	-0.273480	-0.323830	-0.005940	-0.260340	0.106740	0.291930	0.105680	0.004000	-0.327060	-0.363410	-0.040680	-0.156380	-0.406590	0.061540	-0.106940	-0.228150	0.083820	-0.432080	0.292540	0.210790	-0.100270	0.264610	0.125880	-0.847300	0.136200	0.809760	0.084920	0.129930	0.723240	-0.056410	-0.068270	0.253610	-0.209420	-0.160220	-0.084620	0.012530	0.632160	-0.061150	0.118470	0.046840	0.105310	0.208580	0.231300	-0.278280	0.144400	0.033040	-0.845280	-0.163440	0.479800	-0.301830	0.169080	-0.289840	-0.033850	-0.139730	0.159650	0.038410	0.521540	0.080090	0.103890	-0.040510	-0.528190	0.814730	-0.188570	0.203490	-0.535080	-0.120880	0.202320	-0.045600	0.190240	0.030250	0.249170	0.224000	-0.003330	-0.333120	-0.290090	0.438920	-0.005490	0.204940	-0.199430	0.017580	0.456190	-0.390630	0.594770	0.497920	-0.366660	0.861750	0.336840	0.091110	-0.660500	0.252900	0.085920	-0.789020	0.228750	-0.597650	-0.489880	0.400690	-0.182920	0.220880	-0.453590	0.774650	-1.275480
Ethylmalonic acid	0.131860	0.479970	-0.462050	0.266460	-0.561980	0.348260	0.320730	-0.204020	0.349560	-0.418530	-0.375660	0.449090	1.117700	-0.201830	-0.424200	-0.508730	0.427250	-0.005230	0.254600	0.110630	-0.225190	0.323430	-0.731220	-0.554080	0.274520	-0.185710	-0.310520	0.363680	0.155670	0.035660	0.163260	-0.353300	0.308950	-0.292910	0.035970	-0.065520	0.005560	-0.539700	0.250790	0.876710	0.301630	0.716700	-0.366440	-0.336520	0.263240	-0.104390	0.337230	0.480970	0.041670	-0.229470	-0.034180	-0.004080	-0.322830	-0.000390	-0.038350	-0.636990	0.263650	-0.597670	-0.586970	-0.075400	-0.234660	0.084120	0.291780	-0.106320	-0.417960	-0.444430	-0.137230	0.454550	1.505960	-0.666670	0.044030	-0.286900	0.272080	-0.049210	0.154130	-0.045940	0.146230	-0.426480	-0.039460	0.116380	-0.927450	-0.142800	0.579790	-0.223230	0.064320	-0.468950	0.097520	0.167610	-0.445410	0.395990	0.382330	0.672530	0.186800	0.061070	-0.172170	-0.119230	-0.316180	0.528790	-0.496040	0.096270	0.030560	-0.210700	-0.610070	0.094750	-0.052890	-0.512120	0.046840	-0.477690	0.701650	1.384660	-0.427620	0.084820	0.459680	0.214390	-0.563200
Creatine	0.572750	0.128730	0.195280	0.249160	0.429540	-0.684340	0.199510	-0.788290	-0.121180	-0.626790	0.391920	0.207360	0.611240	-0.364510	-0.330610	-0.508820	0.124140	-0.252080	0.880930	0.315780	-0.023730	0.075070	0.089030	0.342570	-0.115520	0.051390	-0.329000	-0.288380	-0.473300	0.140300	0.021640	0.231790	0.218140	0.057230	-0.213820	-0.142760	0.271720	-0.289800	0.211830	-0.012550	-0.481110	0.108090	0.362850	-0.127070	0.117830	-0.384360	0.031380	0.198030	-0.448960	0.040890	0.414490	0.037640	0.297130	-0.340790	0.092580	0.157100	0.101510	0.424350	-0.059700	0.035050	0.075980	-0.360470	0.141950	-0.006830	0.135740	-0.454370	0.410280	0.552550	0.255890	-0.104490	-0.214310	-0.585890	-0.251050	-0.572690	0.003670	0.242020	-0.314420	0.140050	0.191180	0.084330	-0.383560	0.567120	-0.112870	-1.113340	0.082440	0.639170	-0.631690	0.322710	0.000690	-0.317410	-0.200250	0.120010	-0.455210	-0.466160	0.370400	-0.127960	0.169690	0.082120	-0.020740	-0.120550	-0.021690	0.364210	-0.870440	0.675300	-0.566940	-0.421190	-0.311250	0.189840	0.281600	0.603560	0.600580	0.453270	-0.281200	0.687270	-0.185170
1-Methyladenosine	-0.418700	-0.155400	0.085880	0.262890	-0.276940	-0.092180	0.405510	-0.893410	0.029740	-0.520670	-0.184210	-0.289340	0.275370	-0.786940	-0.806580	-0.507420	0.537590	-0.094400	0.798150	0.382300	0.654120	0.146820	0.003490	0.462550	-0.053100	0.630510	-0.007340	0.291910	0.383290	0.054010	0.513510	0.169830	0.850370	0.366130	0.611960	-0.102140	0.343190	-0.070580	0.672310	0.686770	0.277160	-0.087800	0.565180	0.340630	0.362310	0.096770	-0.131350	-0.188830	-0.111170	-0.393420	1.104580	-0.112770	0.179990	0.322440	0.252130	0.090530	0.465810	-0.356020	0.121390	0.668530	-0.052360	-0.029060	-0.259910	-0.207310	0.118510	-0.710210	-0.355640	-0.035300	-0.010860	-0.139210	-0.145260	-0.308880	-0.550990	-0.386920	-0.109980	0.116280	-0.312690	-0.591150	-0.272080	-0.741260	-0.466670	-0.133480	-0.379320	-0.498110	-0.123740	-0.810300	-0.238920	-0.113460	-0.513950	-0.236700	-0.497550	0.066180	-0.587910	-0.515930	0.472450	-0.149260	0.157250	0.397920	0.171130	0.453490	0.336200	0.413750	-0.289780	0.086350	-0.350590	0.184090	0.513270	0.261910	-0.025460	0.201190	0.067610	0.055890	-0.481670	-0.043330	-0.223250
2-Pyrrolidinone	0.574210	0.227440	0.125970	-0.007290	0.089160	-0.269290	0.331170	0.213750	-0.362300	0.446900	-0.269170	1.453530	-0.117080	-0.319790	-0.326090	-0.233790	-0.050910	0.426260	-0.154150	-0.100480	0.491510	0.001330	0.059140	0.030670	-0.496110	0.269460	-0.059180	-0.088500	0.013700	-0.373450	-0.040210	-0.617570	-0.206030	0.206320	-1.019290	0.110730	0.132730	-0.102460	-0.114200	-0.485440	0.165420	0.134920	0.267550	0.007330	-0.515520	0.434610	0.366410	0.412760	0.437780	0.253980	-0.573710	-0.107920	-0.845330	-0.260790	0.178250	0.380360	0.234150	-0.098960	0.237090	-0.404790	-0.109970	-0.054280	0.032420	-0.150140	-0.119770	-0.113250	0.322270	0.995740	-0.253390	-0.458310	-0.024420	-0.071950	0.151710	-0.577650	-0.497140	0.418680	0.339390	0.331380	0.221590	0.131400	0.226950	0.050850	-0.704800	0.168030	-0.413780	0.020800	-0.246830	-0.063070	0.242950	0.386100	-0.065730	-0.247660	-0.223200	-0.076130	-0.439490	0.321840	0.466550	-0.087680	0.253070	-0.077600	-0.417910	0.451830	0.089910	0.468050	-0.006940	-0.276200	0.187250	0.216720	1.341590	-0.529360	-0.261370	0.432410	0.183220	-1.066590	-0.912860
2-Aminoadipic acid	0.470380	0.412000	0.441710	0.248300	-0.182170	-1.016740	0.471450	0.001640	-0.291670	0.376820	0.344760	-0.188790	0.096370	-0.578040	-0.730760	-1.260670	-0.329230	0.508580	0.437260	0.685640	0.848190	0.087070	0.360990	0.544340	-0.025030	-0.816400	-0.224680	-0.223670	0.256160	0.342900	-0.326180	0.012960	0.048740	0.696850	0.189680	-0.256850	-0.842880	0.133040	-0.504290	0.469520	0.253310	0.139250	0.557510	0.141500	-0.061690	-0.245930	-0.138260	-0.166190	-0.057330	0.119770	0.369200	-0.578360	0.250430	-0.837770	0.367980	0.406450	-0.063820	-0.326400	-0.206610	0.634640	0.237590	-0.510000	0.338950	-0.166350	-0.056760	0.239700	-0.784050	-0.308120	0.222130	-0.489440	-0.693020	-0.606480	-0.899750	0.158340	-0.586990	0.409020	0.322980	0.457300	0.157820	0.035990	-0.132010	-0.335300	-1.138430	-0.601550	-0.169890	-0.501900	-0.345460	0.050980	-0.742240	-0.034510	0.285750	-0.587760	-0.253880	0.068340	1.136900	0.289630	0.583340	-0.312180	-0.140600	0.618270	0.867360	0.326000	-0.584230	0.695200	0.260790	-0.325580	0.776730	0.316460	0.035510	0.731800	-0.161210	-0.109930	0.276220	1.174510	-0.740950
Isovaleric acid	-0.141680	0.137980	0.444100	0.262280	0.748350	0.028590	0.558140	0.488640	-0.007640	0.252220	0.430760	0.464350	-0.255100	-0.014990	-0.244660	0.451890	0.260040	-0.508920	0.011770	0.019630	0.525110	-0.271670	-0.469640	-0.659380	-0.173940	0.162690	-0.495200	0.063130	0.433350	0.028740	-0.378680	-0.011930	-0.534880	0.520440	0.131510	-0.037300	-0.111460	-0.399600	-0.599930	0.516760	0.167210	-0.275160	-0.395140	0.189340	-0.471760	-0.171320	0.049940	0.057230	-0.201000	-0.400750	-0.292600	-0.163650	0.207460	-0.306260	-0.487470	-0.347310	-0.028680	-0.953580	-0.133430	-0.249840	-0.388910	-0.047720	0.025140	-0.257270	-0.660930	0.006730	0.495330	0.371080	0.012160	0.113360	0.088040	0.940870	0.673870	0.254590	-0.113140	0.028960	0.270860	0.403500	0.622470	-0.098530	0.575230	0.043360	0.306630	0.482030	0.148170	-0.046420	0.075920	-0.450200	-0.136750	0.086380	0.493880	0.194550	0.274240	0.183880	0.082690	-0.035500	0.240650	-0.078830	0.427000	-0.162400	-0.083270	0.128440	0.205130	0.340930	-0.141130	-0.125410	-0.149040	-0.552570	-0.747210	-0.092240	-0.254150	0.049040	-1.040950	-0.326130	-0.073530
Cytosine	-0.561300	-0.801750	0.929260	0.553580	0.415530	-0.243600	-0.244000	0.490530	-0.700170	0.034290	-0.527570	0.785090	-0.483210	0.175220	0.552340	-0.078260	0.357690	-0.247130	0.336560	-0.208970	-0.162980	-0.170240	-0.065540	0.057230	-0.183290	0.120990	-0.784120	-0.340560	-0.179070	0.464830	0.178590	0.167410	-0.064800	-0.148100	-0.475310	-0.028600	-0.205440	-0.074460	1.614120	-0.672520	-0.282460	-0.175820	-0.670480	-0.507980	1.249480	-0.259230	-0.067120	0.033970	-0.385750	0.404480	0.076770	-0.237500	0.059760	-0.542140	-0.156290	0.776970	-1.001310	0.682750	0.417130	-0.168110	1.320730	0.185420	0.649100	-0.523300	-0.634960	0.415010	-0.015950	0.075320	-0.459760	-0.439170	-0.648330	0.043200	0.032320	0.068820	0.621240	0.228420	0.082760	0.460850	-0.624690	0.207070	-0.143290	-1.016780	-1.008730	0.088300	0.251040	-0.115870	-0.626250	0.564480	0.209910	-0.462440	1.187570	-0.958480	-0.160380	0.615440	0.502950	0.723480	-0.049380	0.096950	-0.201210	-0.120880	-0.073410	-0.077640	-0.132900	0.380460	0.320280	0.093510	-0.016920	0.199970	-0.281570	-0.829800	0.247250	0.187600	-0.514150	1.459810	-0.212430
